country,code,life,GDP
Norway,NOR,74.08804878,3306.219476
Nepal,NPL,40.50443902,72.24302886
OECD members,OED,69.51012071,2673.71736
Oman,OMN,50.25841463,354.1062183
Pakistan,PAK,52.87926829,172.6003963
Panama,PAN,65.55458537,708.2735851
Peru,PER,53.4537561,542.3209165
Philippines,PHL,60.8132439,186.7692752
Papua New Guinea,PNG,46.04092683,265.1343261
Pre-demographic dividend,PRE,43.28793167,81.64968369
Puerto Rico,PRI,71.54373171,1852.354673
Portugal,PRT,67.07317073,934.17398
Paraguay,PRY,65.43339024,221.8009194
Post-demographic dividend,PST,70.82940735,2780.732386
French Polynesia,PYF,60.2802439,2299.051542
Qatar,QAT,68.50704878,2760.395733
Rwanda,RWA,44.29078049,58.56900041
South Asia,SAS,48.12059121,121.5120782
Saudi Arabia,SAU,52.72453659,921.3451548
Sudan,SDN,52.22121951,151.314964
Senegal,SEN,39.22053659,242.9806901
Singapore,SGP,68.27941463,925.2813652
Sierra Leone,SLE,34.60909756,172.786111
El Salvador,SLV,54.99982927,308.8160253
Sub-Saharan Africa (excluding high income),SSA,44.28148956,210.1430455
Sub-Saharan Africa,SSF,44.28148956,210.1477431
Small states,SST,58.29458104,457.4867018
Suriname,SUR,63.27741463,665.6916298
Sweden,SWE,74.64926829,4669.438672
Swaziland,SWZ,47.96163415,251.5228537
Syrian Arab Republic,SYR,59.17243902,335.5463449
Chad,TCD,41.30460976,128.7457325
East Asia & Pacific (IDA & IBRD countries),TEA,58.06721473,114.4749975
Togo,TGO,46.53509756,120.0539215
Thailand,THA,59.39053659,192.1256596
Latin America & the Caribbean (IDA & IBRD countries),TLA,60.00041477,594.4106286
South Asia (IDA & IBRD),TSA,48.12059121,121.5120782
Sub-Saharan Africa (IDA & IBRD countries),TSS,44.28148956,210.1477431
Trinidad and Tobago,TTO,65.11063415,868.766887
Tunisia,TUN,51.14273171,280.7173972
Turkey,TUR,52.26141463,491.3994389
Uganda,UGA,48.81680488,133.34233
Upper middle income,UMC,59.81478136,271.3314403
Uruguay,URY,68.68580488,760.5870648
United States,USA,70.80731707,5246.883717
St. Vincent and the Grenadines,VCT,64.84253659,203.9643145
"Venezuela, RB",VEN,64.63909756,1121.279462
Virgin Islands (U.S.),VIR,67.74482927,3476.190476
World,WLD,58.55078623,800.7214484
South Africa,ZAF,52.85068293,810.7503056
Zambia,ZMB,49.01641463,427.3877497
Zimbabwe,ZWE,54.89858537,361.9081342
